tweet_id,retweet_count,favorite_count
866094527597207552,7526,0
865718153858494464,5066,23801
865359393868664832,4505,24488
865006731092295680,6969,25952
864873206498414592,7831,29846
864279568663928832,2711,13541
864197398364647424,7956,27752
863907417377173506,3745,19143
863553081350529029,3792,14142
863471782782697472,2183,0
863432100342583297,4744,22068
863427515083354112,85,2037
863079547188785154,1008,8160
863062471531167744,2183,7818
862831371563274240,4653,17820
862722525377298433,3219,15906
862457590147678208,4456,18957
862096992088072192,20958,68857
861383897657036800,9724,33574
861288531465048066,3756,15958
861005113778896900,3478,15554
860981674716409858,1940,0
860924035999428608,714,0
860563773140209665,1940,6972
860524505164394496,4813,22050
860276583193509888,3209,17177
860184849394610176,5347,15534
860177593139703809,28130,0
859924526012018688,3746,18307
859851578198683649,3222,14442
859607811541651456,1414,17436
859196978902773760,27519,83796
859074603037188101,12497,31581
858860390427611136,7429,0
858843525470990336,3179,14625
858471635011153920,4467,20206
858107933456039936,2650,14758
857989990357356544,2367,15062
857746408056729600,9765,32055
857393404942143489,1505,5525
857263160327368704,4158,18869
857214891891077121,16,210
857062103051644929,154,0
857029823797047296,3665,17699
856543823941562368,2663,15401
856526610513747968,1738,11188
856330835276025856,616,0
856288084350160898,15,487
856282028240666624,5812,26132
855862651834028034,22,313
855860136149123072,896,4612
855857698524602368,1949,11218
855851453814013952,16789,43322
855818117272018944,5035,25183
855459453768019968,7624,28114
855245323840757760,5516,0
855138241867124737,39,0
854732716440526848,5638,21489
854482394044301312,6335,27607
854365224396361728,4362,17878
854120357044912130,6946,30285
854010172552949760,2935,15395
853760880890318849,5371,27091
853639147608842240,9330,32834
853299958564483072,3313,14710
852936405516943360,1857,0
852912242202992640,1689,8555
852672615818899456,2021,14184
852553447878664193,3256,15473
852311364735569921,9304,31514
852226086759018497,6393,19002
852189679701164033,1486,10937
851861385021730816,19,0
851591660324737024,3263,15514
851464819735769094,6627,23133
851224888060895234,5403,19747
850753642995093505,8510,29321
850380195714523136,2440,12521
850333567704068097,308,3304
850145622816686080,3560,15592
850019790995546112,4585,19507
849776966551130114,7155,29040
849668094696017920,4673,0
849412302885593088,2966,15198
849336543269576704,1779,10931
849051919805034497,7981,40534
848690551926992896,4088,24155
848324959059550208,4367,23698
848213670039564288,676,7832
848212111729840128,2848,15641
847978865427394560,3078,0
847971574464610304,416,0
847962785489326080,4806,22572
847842811428974592,1247,5203
847617282490613760,390,6709
847606175596138505,3242,18031
847251039262605312,4100,19698
847157206088847362,5520,19056
847116187444137987,3014,20632
846874817362120707,3719,19305
846514051647705089,10926,42827
846505985330044928,2907,13587
846153765933735936,8561,30324
846139713627017216,9577,29869
846042936437604353,2710,15374
845812042753855489,8247,28122
845677943972139009,4576,24275
845397057150107648,1691,7341
845306882940190720,5099,22470
845098359547420673,7267,0
844979544864018432,2420,13148
844973813909606400,3006,14473
844580511645339650,2955,15859
844223788422217728,2075,13183
843981021012017153,2815,14655
843856843873095681,4382,20721
843604394117681152,2599,16298
843235543001513987,5702,20751
842846295480000512,3462,14779
842765311967449089,1205,6501
842535590457499648,3348,17518
842163532590374912,5516,23598
842115215311396866,2882,13520
841833993020538882,14317,0
841680585030541313,7483,24946
841439858740625411,3491,12192
841320156043304961,5271,19152
841314665196081154,4426,15307
841077006473256960,5080,22120
840761248237133825,1676,0
840728873075638272,15311,0
840698636975636481,2,172
840696689258311684,927,11892
840632337062862849,1676,8708
840370681858686976,4352,15911
840268004936019968,5475,18635
839990271299457024,2171,13005
839549326359670784,7429,26573
839290600511926273,137,0
839239871831150596,6234,26265
838952994649550848,3839,19066
838921590096166913,1956,10804
838916489579200512,32,0
838831947270979586,10555,0
838561493054533637,1271,10638
838476387338051585,4549,21795
838201503651401729,9628,0
838150277551247360,319,1616
838085839343206401,1,136
838083903487373313,2988,17122
837820167694528512,7526,33075
837482249356513284,425,3747
837471256429613056,2167,12431
837110210464448512,2267,15585
836989968035819520,2207,12403
836753516572119041,4461,18826
836677758902222849,2136,12289
836648853927522308,531,0
836397794269200385,26411,0
836380477523124226,2875,14381
836260088725786625,4147,20731
836001077879255040,4096,18539
835685285446955009,7818,0
835574547218894849,3467,17323
835536468978302976,1621,0
835309094223372289,20137,0
835297930240217089,2878,16039
835264098648616962,1621,7507
835246439529840640,69,2050
835172783151792128,5545,25478
835152434251116546,2887,21784
834931633769889797,1560,10499
834786237630337024,5326,20894
834574053763584002,2423,13290
834477809192075265,10251,0
834458053273591808,1611,9371
834209720923721728,4562,20007
834167344700198914,3536,15417
834089966724603904,2061,9784
834086379323871233,2124,12723
833863086058651648,2315,13102
833826103416520705,3622,17669
833732339549220864,212,0
833722901757046785,3120,20350
833479644947025920,1968,14498
833124694597443584,4673,19717
832998151111966721,2120,12922
832769181346996225,38,0
832757312314028032,3486,16449
832682457690300417,2815,11575
832645525019123713,514,2860
832636094638288896,2685,15484
832397543355072512,2129,11689
832369877331693569,3078,16748
832273440279240704,2252,11069
832215909146226688,6008,0
832215726631055365,9010,0
832088576586297345,2,61
832040443403784192,9258,0
832032802820481025,4503,17414
831939777352105988,5934,23384
831926988323639298,34,324
831911600680497154,6277,26901
831670449226514432,1754,10180
831650051525054464,1857,6955
831552930092285952,2252,8764
831322785565769729,1497,9068
831315979191906304,1080,6377
831309418084069378,2389,11495
831262627380748289,1977,11617
830956169170665475,1440,7800
830583320585068544,16174,65112
830173239259324417,5485,0
830097400375152640,2832,9539
829878982036299777,4833,0
829861396166877184,1874,11980
829501995190984704,10251,30997
829449946868879360,1944,10224
829141528400556032,7094,23804
829011960981237760,15851,52131
828801551087042563,3305,0
828770345708580865,5664,24989
828708714936930305,10831,35658
828650029636317184,1293,9299
828409743546925057,1121,6210
828408677031882754,1242,7515
828381636999917570,2156,12320
828376505180889089,1037,7229
828372645993398273,2837,12309
828361771580813312,172,2135
828046555563323392,2769,11477
828011680017821696,2092,10123
827933404142436356,5081,19611
827653905312006145,2927,15155
827600520311402496,910,7311
827324948884643840,2939,15497
827199976799354881,2155,10346
826958653328592898,4833,21076
826848821049180160,9838,35414
826615380357632002,3865,0
826598799820865537,241,5021
826598365270007810,2278,9799
826476773533745153,4062,18013
826240494070030336,2533,12986
826204788643753985,889,4774
826115272272650244,3014,15305
825876512159186944,1804,10264
825829644528148480,2427,12491
825535076884762624,17095,55836
825147591692263424,4400,17910
825120256414846976,1210,0
825026590719483904,1210,6135
824796380199809024,5355,0
824775126675836928,3400,14619
824663926340194305,1715,10317
824325613288833024,10295,11583
824297048279236611,3739,14749
824025158776213504,583,4741
823939628516474880,2640,10422
823719002937630720,10850,0
823699002998870016,2449,13693
823581115634085888,2553,12748
823333489516937216,22,688
823322678127919110,3898,15422
823269594223824897,9621,0
822975315408461824,3348,16991
822872901745569793,41970,128933
822859134160621569,2210,12978
822647212903690241,6224,0
822610361945911296,2862,14514
822489057087389700,6224,17785
822462944365645825,13847,27375
822244816520155136,9621,34329
822163064745328640,4608,0
821886076407029760,2242,11104
821813639212650496,3285,0
821765923262631936,1620,8236
821522889702862852,1705,7882
821421320206483457,5414,0
821407182352777218,4203,11515
821153421864615936,10,248
821149554670182400,1906,8456
821107785811234820,2074,9419
821044531881721856,2218,12433
820837357901512704,6534,0
820749716845686786,9628,30962
820690176645140481,3148,12017
820494788566847489,549,0
820446719150292993,2496,0
820314633777061888,549,3287
820078625395449857,6123,19439
820013781606658049,1139,0
819952236453363712,1139,5228
819924195358416896,4766,12703
819711362133872643,3041,13137
819588359383371776,1947,9484
819347104292290561,1174,7103
819238181065359361,398,2213
819227688460238848,6534,22646
819015337530290176,36124,0
819015331746349057,18612,0
819006400881917954,18613,44629
819004803107983360,36124,85633
818646164899774465,20413,0
818627210458333184,7375,22023
818614493328580609,2471,9660
818588835076603904,5971,0
818536468981415936,2391,10671
818307523543449600,7847,0
818259473185828864,2197,10814
818145370475810820,2491,12057
817908911860748288,777,4774
817827839487737858,26412,50664
817777686764523521,2617,10565
817536400337801217,2876,11580
817502432452313088,3310,0
817423860136083457,14317,33175
817415592588222464,928,5505
817181837579653120,8233,0
817171292965273600,1979,8625
817120970343411712,2535,12009
817056546584727552,1603,8444
816829038950027264,4601,0
816816676327063552,1993,9835
816697700272001025,2140,9623
816450570814898180,7847,29864
816336735214911488,1900,8456
816091915477250048,2088,8785
816062466425819140,990,0
816014286006976512,5128,0
815990720817401858,990,4863
815966073409433600,8233,22012
815745968457060357,4043,0
815736392542261248,2216,9687
815639385530101762,1609,8097
815390420867969024,3730,10192
814986499976527872,1245,7538
814638523311648768,2641,11102
814578408554463233,5709,0
814530161257443328,1828,8501
814153002265309185,8485,28289
813944609378369540,3120,0
813910438903693312,1822,9182
813812741911748608,13674,35914
813800681631023104,1716,8195
813217897535406080,7149,18358
813202720496779264,1782,9103
813187593374461952,4255,19563
813172488309972993,1890,9131
813157409116065792,2152,7654
813142292504645637,2339,8372
813130366689148928,435,4427
813127251579564032,3048,11636
813112105746448384,2676,10144
813096984823349248,3550,10415
813081950185472002,2732,9769
813066809284972545,1910,7813
813051746834595840,7203,20640
812781120811126785,1864,7435
812709060537683968,1413,6521
812503143955202048,1191,5973
812466873996607488,1890,7859
812372279581671427,3594,13464
811985624773361665,1372,7168
811744202451197953,1556,7430
811647686436880384,721,5528
811627233043480576,3002,12571
811386762094317568,6255,20634
810984652412424192,1401,5239
810896069567610880,1729,8879
810657578271330305,2579,10817
810284430598270976,11013,34711
810254108431155201,3305,14501
809920764300447744,3865,15352
809808892968534016,4808,0
809448704142938112,1436,6857
809220051211603969,5485,19632
809084759137812480,3460,13051
808838249661788160,2979,9982
808733504066486276,2117,7796
808501579447930884,2557,11152
808344865868283904,20413,41896
808134635716833280,5800,0
808106460588765185,2164,8698
808001312164028416,3474,12355
807621403335917568,3547,14399
807106840509214720,54266,116460
807059379405148160,7193,0
807010152071229440,3797,12946
806629075125202948,33952,73569
806620845233815552,5426,0
806576416489959424,1920,4829
806542213899489280,2319,10079
806242860592926720,11407,0
806219024703037440,1175,6379
805958939288408065,5271,0
805932879469572096,1889,8191
805826884734976000,1783,6484
805823200554876929,7854,0
805520635690676224,1628,5676
805487436403003392,2481,8701
805207613751304193,1691,7745
804738756058218496,3757,13508
804475857670639616,1974,6062
804413760345620481,3170,0
804026241225523202,15815,43846
803773340896923648,2692,9934
803692223237865472,7310,0
803638050916102144,4076,10806
803380650405482500,1848,7663
803321560782307329,5213,0
803276597545603072,2413,9916
802952499103731712,1960,8912
802624713319034886,2852,0
802600418706604034,1430,7018
802572683846291456,2471,8846
802323869084381190,5741,15979
802265048156610565,1352,6850
802239329049477120,2576,8985
802185808107208704,269,0
801958328846974976,1689,7665
801854953262350336,234,1774
801538201127157760,2036,8129
801285448605831168,804,5962
801167903437357056,5800,24141
801127390143516673,3884,0
801115127852503040,2067,7976
800859414831898624,96,677
800855607700029440,1581,0
800751577355128832,2749,10454
800513324630806528,2948,12994
800459316964663297,2140,9399
800443802682937345,4233,0
800388270626521089,2765,11029
800188575492947969,3866,0
800141422401830912,2496,15090
800018252395122689,12896,27976
799774291445383169,4586,0
799757965289017345,2121,8290
799422933579902976,1893,7971
799308762079035393,5369,0
799297110730567681,2698,9752
799063482566066176,2434,8005
798933969379225600,4377,12919
798925684722855936,1418,7432
798705661114773508,6534,0
798701998996647937,7634,0
798697898615730177,6420,0
798694562394996736,4867,0
798686750113755136,2293,0
798682547630837760,4669,0
798673117451325440,5473,0
798665375516884993,3849,0
798644042770751489,1818,0
798628517273620480,1943,0
798585098161549313,5573,0
798576900688019456,5744,0
798340744599797760,3271,0
798209839306514432,2505,10296
797971864723324932,3052,11443
797545162159308800,4800,14372
797236660651966464,6448,19684
797165961484890113,26,223
796904159865868288,8775,0
796865951799083009,1892,7594
796759840936919040,2982,11658
796563435802726400,7098,0
796484825502875648,1724,7483
796387464403357696,4072,10856
796177847564038144,14035,0
796149749086875649,14035,31846
796125600683540480,1765,4911
796116448414461957,2365,8974
796080075804475393,2267,8358
796031486298386433,3655,10668
795464331001561088,23127,48872
795400264262053889,2809,9903
795076730285391872,5355,15988
794983741416415232,3319,0
794926597468000259,2273,10097
794355576146903043,10103,0
794332329137291264,2635,9497
794205286408003585,3264,9128
793962221541933056,4808,16616
793845145112371200,1824,9120
793614319594401792,3080,0
793601777308463104,1586,7885
793500921481273345,2338,10545
793286476301799424,9010,24285
793271401113350145,2357,8590
793256262322548741,8208,19735
793241302385262592,3240,10387
793226087023144960,2834,9682
793210959003287553,2749,8820
793195938047070209,5529,15068
793180763617361921,1967,6856
793165685325201412,2738,9274
793150605191548928,1672,6111
793135492858580992,2462,6324
793120401413079041,3844,12495
792913359805018113,3906,14125
792883833364439040,4192,11158
792773781206999040,1647,7270
792394556390137856,4234,13239
792050063153438720,1756,7055
791821351946420224,20728,0
791784077045166082,9382,0
791780927877898241,3754,0
791774931465953280,21781,44521
791672322847637504,3080,11598
791406955684368384,4043,12983
791312159183634433,2487,8651
791026214425268224,4021,0
790987426131050500,2092,9692
790946055508652032,4601,16458
790723298204217344,2265,0
790698755171364864,1886,8096
790581949425475584,6984,20380
790337589677002753,1853,7730
790277117346975746,3120,12396
790227638568808452,3493,0
789986466051088384,2265,9137
789960241177853952,4029,0
789903600034189313,4060,10206
789628658055020548,1730,7382
789599242079838210,1885,6649
789530877013393408,3319,11560
789314372632018944,2251,8525
789280767834746880,4831,0
789268448748703744,2563,8991
789137962068021249,2737,9569
788908386943430656,12253,27061
788765914992902144,10103,26954
788552643979468800,7014,0
788412144018661376,5164,15323
788178268662984705,2054,7137
788150585577050112,1253,6036
788070120937619456,3370,0
788039637453406209,1285,6037
787810552592695296,2985,8507
787717603741622272,2723,10120
787397959788929025,2796,10746
787322443945877504,1705,7685
787111942498508800,6617,0
786963064373534720,7818,26257
786729988674449408,2386,0
786709082849828864,6008,18022
786664955043049472,2486,10445
786595970293370880,3069,9336
786363235746385920,3404,10739
786286427768250368,2774,7862
786233965241827333,4608,15024
786051337297522688,153,1405
786036967502913536,6837,0
785927819176054784,3124,11221
785872687017132033,1762,6614
785639753186217984,2192,7757
785533386513321988,1950,8964
785515384317313025,1229,6027
785264754247995392,1591,7162
785170936622350336,4720,11850
784826020293709826,3170,9952
784517518371221505,2473,8847
784431430411685888,1243,5652
784183165795655680,7854,19727
784057939640352768,10850,29279
783839966405230592,10555,29507
783821107061198850,1915,7259
783695101801398276,3144,10307
783466772167098368,2181,8317
783391753726550016,5340,16634
783347506784731136,5413,0
783334639985389568,11407,28646
783085703974514689,2147,8040
782969140009107456,7193,23756
782747134529531904,1382,7361
782722598790725632,5271,16986
782598640137187329,1835,7681
782305867769217024,5414,16376
782021823840026624,6057,0
781955203444699136,3293,10962
781661882474196992,2655,10274
781655249211752448,1105,3933
781524693396357120,5426,20424
781308096455073793,2498,7026
781251288990355457,2027,8270
781163403222056960,2694,9641
780931614150983680,7098,21247
780858289093574656,1961,7084
780800785462489090,1263,5390
780601303617732608,3285,11891
780543529827336192,1703,6192
780496263422808064,3577,0
780476555013349377,109,0
780459368902959104,1047,5196
780192070812196864,2187,8547
780092040432480260,2240,0
780074436359819264,4824,11912
779834332596887552,6837,18533
779377524342161408,3028,8605
779124354206535695,17821,0
779056095788752897,4409,14478
778990705243029504,6991,19575
778774459159379968,9625,0
778764940568104960,354,848
778748913645780993,1270,6749
778650543019483137,1460,5646
778624900596654080,988,4528
778408200802557953,4199,13355
778396591732486144,11896,0
778383385161035776,1069,5712
778286810187399168,3213,10180
778039087836069888,2571,8329
778027034220126208,1562,6432
777953400541634568,3433,0
777885040357281792,1586,6235
777684233540206592,2852,11016
777641927919427584,4117,0
777621514455814149,2447,8560
777189768882946048,4199,13957
776819012571455488,13330,0
776813020089548800,1174,4789
776477788987613185,2698,8635
776249906839351296,8868,0
776218204058357768,15402,29242
776201521193218049,2450,9388
776113305656188928,4233,11534
776088319444877312,147,1796
775898661951791106,16319,0
775842724423557120,2586,11466
775733305207554048,3884,13609
775729183532220416,4481,12735
775364825476165632,2871,7228
775350846108426240,3805,9944
775085132600442880,4586,15211
774757898236878852,1735,8433
774639387460112384,1683,6595
774314403806253056,5369,21322
773985732834758656,3752,10516
773922284943896577,1704,6270
773704687002451968,1575,6461
773670353721753600,1278,5237
773547596996571136,5970,21630
773336787167145985,4906,0
773308824254029826,7267,22815
773247561583001600,3165,9263
773191612633579521,4019,9783
772877495989305348,3766,8365
772826264096874500,2294,7864
772615324260794368,3293,0
772581559778025472,1656,6344
772193107915964416,1343,5878
772152991789019136,1104,3725
772117678702071809,718,3687
772114945936949249,458,2672
772102971039580160,910,3920
771908950375665664,1829,6416
771770456517009408,3271,11735
771500966810099713,2540,8085
771380798096281600,4906,10259
771171053431250945,7224,0
771136648247640064,2840,8938
771102124360998913,1397,6090
771014301343748096,1606,6733
770787852854652928,1166,4817
770772759874076672,1376,5069
770655142660169732,1734,7192
770414278348247044,2039,6192
770293558247038976,1422,6082
770093767776997377,2954,0
770069151037685760,2228,7419
769940425801170949,9258,30538
769695466921623552,1635,6280
769335591808995329,7504,0
769212283578875904,1661,5260
768970937022709760,6305,13960
768909767477751808,2595,0
768855141948723200,862,4083
768609597686943744,1161,4012
768596291618299904,1242,4916
768554158521745409,5664,0
768473857036525572,3310,13295
768193404517830656,3433,10620
767884188863397888,1336,4641
767754930266464257,5213,15616
767500508068192258,2269,7329
767191397493538821,3640,12008
767122157629476866,2773,9940
766864461642756096,5447,0
766793450729734144,1321,4917
766714921925144576,364,2543
766693177336135680,774,3914
766423258543644672,1529,5865
766313316352462849,1822,6632
766078092750233600,2542,0
766069199026450432,822,4123
766008592277377025,483,3666
765719909049503744,2099,7066
765669560888528897,1201,5068
765395769549590528,3290,26072
765371061932261376,2103,6899
765222098633691136,3293,11366
764857477905154048,1725,6302
764259802650378240,1459,5865
763956972077010945,52,748
763837565564780549,4021,12235
763183847194451968,1428,5236
763167063695355904,2910,0
763103485927849985,2239,7191
762699858130116608,3493,11821
762471784394268675,6204,10945
762464539388485633,4029,10037
762316489655476224,1081,4672
762035686371364864,15023,31004
761976711479193600,1937,5265
761750502866649088,3787,0
761745352076779520,835,4169
761672994376806400,28131,48128
761599872357261312,1156,4022
761371037149827077,17488,0
761334018830917632,1409,5049
761292947749015552,1054,4375
761227390836215808,1515,5197
761004547850530816,3370,11063
760893934457552897,940,3722
760656994973933572,1844,6415
760641137271070720,1251,4855
760539183865880579,3510,7374
760521673607086080,1350,4101
760290219849637889,11098,26108
760252756032651264,845,3847
760190180481531904,1737,5546
760153949710192640,30,0
759943073749200896,2013,5786
759923798737051648,5447,14298
759846353224826880,1903,6562
759793422261743616,1848,5798
759557299618865152,1152,4559
759447681597108224,2386,8274
759446261539934208,469,1626
759197388317847553,1884,5931
759159934323924993,1121,0
759099523532779520,4014,14122
759047813560868866,1937,6304
758854675097526272,874,3458
758828659922702336,3724,10914
758740312047005698,1570,5590
758474966123810816,962,3695
758467244762497024,2137,4661
758405701903519748,1846,5064
758355060040593408,1022,3286
758099635764359168,9625,18511
758041019896193024,360,2627
757741869644341248,3154,6683
757729163776290825,7641,0
757725642876129280,1172,4418
757611664640446465,1061,4445
757597904299253760,291,0
757596066325864448,1021,4222
757400162377592832,6606,14727
757393109802180609,1678,5649
757354760399941633,1370,4387
756998049151549440,1917,6112
756939218950160384,1934,6452
756651752796094464,1251,4905
756526248105566208,3462,10128
756303284449767430,1071,3832
756288534030475264,17128,42841
756275833623502848,1480,6209
755955933503782912,2767,7102
755206590534418437,5166,15982
755110668769038337,10716,20596
754874841593970688,7627,0
754856583969079297,2423,6703
754747087846248448,500,2519
754482103782404096,1883,5136
754449512966619136,710,3641
754120377874386944,2271,7669
753655901052166144,2099,5680
753420520834629632,3425,7659
753398408988139520,1834,5580
753375668877008896,2240,7422
753298634498793472,5481,0
753294487569522689,1006,3264
753039830821511168,20137,36014
753026973505581056,924,3808
752932432744185856,6617,12240
752917284578922496,1516,6742
752701944171524096,2762,0
752682090207055872,1538,5838
752660715232722944,1502,4255
752568224206688256,2194,5323
752519690950500352,3327,7155
752334515931054080,1062,3712
752309394570878976,15631,0
752173152931807232,1766,5787
751950017322246144,879,2976
751937170840121344,1267,5043
751830394383790080,1877,5661
751793661361422336,2794,5639
751598357617971201,2941,7713
751583847268179968,1056,4265
751538714308972544,1209,4893
751456908746354688,969,3119
751251247299190784,5659,12167
751205363882532864,1745,6134
751132876104687617,1256,4920
750868782890057730,1314,4636
750719632563142656,4831,12767
750506206503038976,1106,4315
750429297815552001,4117,12791
750383411068534784,1100,4417
750381685133418496,27,676
750147208377409536,925,3009
750132105863102464,1241,3504
750117059602808832,1263,4208
750101899009982464,812,2949
750086836815486976,515,2110
750071704093859840,3199,7579
750056684286914561,867,3066
750041628174217216,587,3070
750026558547456000,758,2640
750011400160841729,869,3134
749996283729883136,787,2961
749981277374128128,2378,4951
749774190421639168,1274,4530
749417653287129088,1581,5918
749403093750648834,510,2531
749395845976588288,3300,8295
749317047558017024,2158,5322
749075273010798592,1993,5577
749064354620928000,1473,4660
749036806121881602,767,3001
748977405889503236,3272,10443
748932637671223296,2167,5617
748705597323898880,918,2692
748699167502000129,1529,4597
748692773788876800,1291,4113
748575535303884801,1912,5876
748568946752774144,647,2139
748346686624440324,1188,5064
748337862848962560,3948,7363
748324050481647620,727,3573
748307329658011649,689,3582
748220828303695873,7462,13677
747963614829678593,2062,5596
747933425676525569,2453,6405
747885874273214464,930,2841
747844099428986880,720,2731
747816857231626240,1121,4689
747651430853525504,147,1328
747648653817413632,5597,12468
747600769478692864,540,2261
747594051852075008,1005,3560
747512671126323200,1548,5343
747461612269887489,1004,3754
747439450712596480,1838,5241
747242308580548608,2787,0
747219827526344708,1506,5096
747204161125646336,872,3252
747103485104099331,3806,9241
746906459439529985,284,2807
746872823977771008,2050,5795
746818907684614144,1676,5142
746790600704425984,1532,4706
746757706116112384,3754,9252
746726898085036033,1727,5862
746542875601690625,1821,4875
746521445350707200,944,0
746507379341139972,1045,4513
746369468511756288,1569,5995
746131877086527488,2104,6667
746056683365994496,783,3461
745789745784041472,1021,3875
745712589599014916,2229,6778
745433870967832576,2447,6839
745422732645535745,2325,8284
745314880350101504,2633,6905
745074613265149952,3345,7574
745057283344719872,2154,7000
744995568523612160,589,2868
744971049620602880,2574,7611
744709971296780288,1498,5411
744334592493166593,2015,6541
744234799360020481,74434,150808
744223424764059648,347,1601
743980027717509120,1053,4035
743895849529389061,929,3539
743835915802583040,1982,0
743609206067040256,1335,4321
743595368194129920,6262,17700
743545585370791937,904,3416
743510151680958465,3575,7667
743253157753532416,1175,4100
743222593470234624,1835,5988
743210557239623680,1309,3713
742534281772302336,3426,6822
742528092657332225,1877,4265
742465774154047488,3758,7007
742423170473463808,3577,9493
742385895052087300,1878,6565
742161199639494656,1305,4151
742150209887731712,1478,4928
741793263812808706,1440,4388
741743634094141440,2626,7870
741438259667034112,784,3560
741303864243200000,3072,8469
741099773336379392,5286,9632
741067306818797568,2954,9199
740995100998766593,2603,6122
740711788199743490,900,3278
740699697422163968,746,2749
740676976021798912,6534,17511
740373189193256964,12737,33766
740365076218183684,410,2369
740359016048689152,823,3168
740214038584557568,1876,6455
739979191639244800,5664,19242
739932936087216128,1034,3915
739844404073074688,821,3663
739623569819336705,1302,3631
739606147276148736,1586,5212
739544079319588864,20251,38004
739485634323156992,2792,6881
739238157791694849,55469,111515
738891149612572673,6,102
738885046782832640,1098,3641
738883359779196928,756,3179
738537504001953792,1466,4899
738402415918125056,787,3140
738184450748633089,1162,4164
738166403467907072,3189,8433
738156290900254721,616,2408
737826014890496000,1693,5074
737800304142471168,3315,9646
737678689543020544,1257,4845
737445876994609152,4252,9856
737322739594330112,775,3469
737310737551491075,7087,14095
736736130620620800,1646,4081
736392552031657984,7014,17025
736365877722001409,1186,3830
736225175608430592,2665,7800
736010884653420544,2840,7583
735991953473572864,1095,3447
735648611367784448,1052,3891
735635087207878657,2252,5932
735274964362878976,4790,12540
735256018284875776,841,3204
735137028879360001,931,3012
734912297295085568,508,2645
734787690684657664,6016,12054
734776360183431168,510,2411
734559631394082816,377,1434
733828123016450049,749,3444
733822306246479872,979,3539
733482008106668032,906,2997
733460102733135873,1209,4016
733109485275860992,16321,51382
732732193018155009,512,2335
732726085725589504,852,3423
732585889486888962,747,3516
732375214819057664,2393,7770
732005617171337216,5128,14283
731285275100512256,954,3363
731156023742988288,1211,3694
730924654643314689,1889,5910
