,tweet_id,name,date,time,dog_stage,rating_numerator,rate,retweet_count,favorite_count,p1,p2,p3,text,jpg_url
26,886983233522544640,Maya,07-17-2017,16:17,,13.0,13.0/10,6676.0,31646.0,Chihuahua,Toy Terrier,Can Opener,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
27,886736880519319552,Mingus,07-16-2017,23:58,,13.0,13.0/10,2778.0,10884.0,Kuvasz,Great Pyrenees,Dandie Dinmont,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
28,886680336477933568,Derek,07-16-2017,20:14,,13.0,13.0/10,3918.0,20483.0,Convertible,Sports Car,Car Wheel,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
29,886366144734445568,Roscoe,07-15-2017,23:25,pupper,12.0,12.0/10,2770.0,19227.0,French Bulldog,Chihuahua,Boston Bull,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
31,886258384151887873,Waffles,07-15-2017,16:17,,13.0,13.0/10,5531.0,25476.0,Pug,Shower Cap,Siamese Cat,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
33,885984800019947520,Jimbo,07-14-2017,22:10,,12.0,12.0/10,5874.0,29660.0,Blenheim Spaniel,Shih-Tzu,Bernese Mountain Dog,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
34,885528943205470208,Maisey,07-13-2017,15:58,,13.0,13.0/10,5585.0,32735.0,Pug,Labrador Retriever,Kuvasz,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
37,885167619883638784,,07-12-2017,16:03,,13.0,13.0/10,3830.0,19940.0,Malamute,Siberian Husky,Eskimo Dog,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
38,884925521741709313,Earl,07-12-2017,00:01,,12.0,12.0/10,15798.0,69978.0,Italian Greyhound,American Staffordshire Terrier,Staffordshire Bullterrier,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
39,884876753390489601,Lola,07-11-2017,20:47,,13.0,13.0/10,4895.0,25315.0,Chow,Norwich Terrier,Norfolk Terrier,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
40,884562892145688576,Kevin,07-11-2017,00:00,,13.0,13.0/10,4111.0,22114.0,Pug,French Bulldog,Brabancon Griffon,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
41,884441805382717440,,07-10-2017,15:58,,14.0,14.0/10,4988.0,24714.0,Pembroke,Cardigan,Chihuahua,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
43,884162670584377345,Yogi,07-09-2017,21:29,doggo,12.0,12.0/10,2621.0,18589.0,German Shepherd,Malinois,Norwegian Elkhound,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
44,883838122936631299,Noah,07-09-2017,00:00,,12.0,12.0/10,2991.0,19906.0,Doberman,Miniature Pinscher,Kelpie,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
45,883482846933004288,Bella,07-08-2017,00:28,,12.0,12.0/10,8643.0,41705.0,Golden Retriever,Labrador Retriever,Kuvasz,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
46,883360690899218434,Grizzwald,07-07-2017,16:22,floofer,13.0,13.0/10,3222.0,20659.0,Chow,Tibetan Mastiff,Newfoundland,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
47,883117836046086144,,07-07-2017,00:17,,13.0,13.0/10,5802.0,33755.0,Golden Retriever,Labrador Retriever,Kuvasz,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
48,882992080364220416,Rusty,07-06-2017,15:58,,13.0,13.0/10,3393.0,21754.0,Eskimo Dog,Siberian Husky,Dingo,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
49,882762694511734784,Gus,07-06-2017,00:46,pupper,12.0,12.0/10,4276.0,25712.0,Labrador Retriever,Chesapeake Bay Retriever,Flat-Coated Retriever,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
50,882627270321602560,Stanley,07-05-2017,15:48,,13.0,13.0/10,5303.0,25535.0,Pembroke,Chihuahua,Cardigan,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
51,882268110199369728,Alfy,07-04-2017,16:01,,13.0,13.0/10,10135.0,40762.0,Golden Retriever,Labrador Retriever,Cocker Spaniel,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
52,882045870035918850,Koko,07-04-2017,01:18,,13.0,13.0/10,4256.0,26690.0,Web Site,Dhole,Golden Retriever,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
53,881906580714921986,Rey,07-03-2017,16:04,,12.0,12.0/10,2980.0,22190.0,Weimaraner,Chesapeake Bay Retriever,Koala,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
54,881666595344535552,Gary,07-03-2017,00:11,pupper,13.0,13.0/10,9347.0,46151.0,Saluki,Afghan Hound,Golden Retriever,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
56,881536004380872706,,07-02-2017,15:32,pupper,14.0,14.0/10,14028.0,45044.0,Samoyed,Angora,Persian Cat,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
57,881268444196462592,Elliot,07-01-2017,21:49,,12.0,12.0/10,4654.0,21215.0,Tusker,Indian Elephant,Ibex,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
58,880935762899988482,Louis,06-30-2017,23:47,,13.0,13.0/10,2445.0,15584.0,Street Sign,Umbrella,Traffic Light,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
59,880872448815771648,,06-30-2017,19:35,,12.0,12.0/10,3346.0,19412.0,Pembroke,Norwich Terrier,Chihuahua,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
60,880465832366813184,Bella,06-29-2017,16:39,,12.0,12.0/10,5445.0,25909.0,Golden Retriever,Labrador Retriever,Cocker Spaniel,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
61,880221127280381952,Jesse,06-29-2017,00:27,,12.0,12.0/10,3636.0,24534.0,Chihuahua,Meerkat,Clumber,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
62,880095782870896641,,06-28-2017,16:09,,11.0,11.0/10,3811.0,25175.0,Miniature Pinscher,Rhodesian Ridgeback,Beagle,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
63,879862464715927552,Romeo,06-28-2017,00:42,,13.0,13.0/10,3048.0,20392.0,Basset,Beagle,Cocker Spaniel,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
65,879492040517615616,Bailey,06-27-2017,00:10,,12.0,12.0/10,2775.0,21422.0,German Short-Haired Pointer,Vizsla,Bath Towel,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
66,879415818425184262,Duddles,06-26-2017,19:07,,13.0,13.0/10,39143.0,96283.0,English Springer,Boston Bull,Cardigan,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
67,879376492567855104,Jack,06-26-2017,16:31,,12.0,12.0/10,2745.0,15378.0,Tricycle,Labrador Retriever,Pembroke,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
69,879050749262655488,Steven,06-25-2017,18:56,,11.0,11.0/10,4132.0,20561.0,Tabby,Window Screen,Egyptian Cat,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
70,879008229531029506,Beau,06-25-2017,16:07,,13.0,13.0/10,2349.0,17354.0,Vizsla,Miniature Pinscher,American Staffordshire Terrier,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
71,878776093423087618,Snoopy,06-25-2017,00:45,,13.0,13.0/10,3606.0,17705.0,Italian Greyhound,Whippet,Ibizan Hound,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
75,878281511006478336,Shadow,06-23-2017,16:00,,13.0,13.0/10,1119.0,7038.0,Basset,Collie,Appenzeller,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
76,878057613040115712,Emmy,06-23-2017,01:10,,14.0,14.0/10,5986.0,38430.0,French Bulldog,Boston Bull,Toy Terrier,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
77,877736472329191424,Aja,06-22-2017,03:54,,13.0,13.0/10,16621.0,72120.0,Chesapeake Bay Retriever,Labrador Retriever,Weimaraner,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
79,877556246731214848,Penny,06-21-2017,15:58,,12.0,12.0/10,3332.0,20710.0,Basset,Welsh Springer Spaniel,Bathtub,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
80,877316821321428993,Dante,06-21-2017,00:06,,13.0,13.0/10,4579.0,25051.0,Saluki,Italian Greyhound,Golden Retriever,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
81,877201837425926144,Nelly,06-20-2017,16:29,,12.0,12.0/10,4884.0,24735.0,Pembroke,Cardigan,Basenji,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
82,876838120628539392,Ginger,06-19-2017,16:24,pupper,12.0,12.0/10,2929.0,18912.0,Bloodhound,Redbone,Tibetan Mastiff,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
84,876484053909872640,Benedict,06-18-2017,16:57,,13.0,13.0/10,2086.0,17174.0,Golden Retriever,Irish Terrier,Chow,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
85,876120275196170240,Venti,06-17-2017,16:52,puppo,13.0,13.0/10,4094.0,25593.0,Bernese Mountain Dog,Saint Bernard,Greater Swiss Mountain Dog,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
86,875747767867523072,Goose,06-16-2017,16:11,,13.0,13.0/10,3757.0,22953.0,Labrador Retriever,Chesapeake Bay Retriever,Vizsla,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
87,875144289856114688,Nugget,06-15-2017,00:13,,13.0,13.0/10,4314.0,20044.0,Siberian Husky,Pembroke,Dingo,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
89,875021211251597312,,06-14-2017,16:04,,12.0,12.0/10,4160.0,23361.0,West Highland White Terrier,Siberian Husky,Great Pyrenees,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
90,874680097055178752,Cash,06-13-2017,17:29,,12.0,12.0/10,4090.0,25463.0,Labrador Retriever,Staffordshire Bullterrier,Beagle,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
92,874296783580663808,Jed,06-12-2017,16:06,pupper,13.0,13.0/10,3643.0,23857.0,Cocker Spaniel,Miniature Poodle,Toy Poodle,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
93,874057562936811520,,06-12-2017,00:15,,12.0,12.0/10,3515.0,20830.0,Flat-Coated Retriever,Black-And-Tan Coonhound,Newfoundland,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
94,874012996292530176,Sebastian,06-11-2017,21:18,puppo,13.0,13.0/10,9010.0,31271.0,Cardigan,Pembroke,Kelpie,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
96,873580283840344065,,06-10-2017,16:39,,13.0,13.0/10,3478.0,22197.0,Newfoundland,Tibetan Mastiff,Chow,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
98,873213775632977920,Sierra,06-09-2017,16:22,pupper,12.0,12.0/10,1398.0,6559.0,Vizsla,Bloodhound,Chesapeake Bay Retriever,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
99,872967104147763200,,06-09-2017,00:02,doggo,12.0,12.0/10,4778.0,24962.0,Labrador Retriever,Chesapeake Bay Retriever,German Short-Haired Pointer,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
